Round,Client,BudgetK,CoverageOurs,CoverageFedRolex,CoverageRandom
91,10,4,0.7252921995701554,0.43428273313266536,0.42872631860279803
92,1,8,1.0,1.0,1.0
92,2,1,0.3647723473519634,0.3647723473519634,0.3647723473519634
92,3,2,0.6468720082732958,0.4677145576649002,0.3044291223546662
92,4,1,0.43886315817696153,0.05944415389835756,0.05944415389835756
92,5,5,0.8070117161375789,0.8017880019568714,0.6364538291785534
92,6,8,1.0,1.0,1.0
92,7,1,0.4410414336837369,0.17609102517206945,0.06624050290261035
92,8,2,0.5836066921605109,0.43041778451796403,0.271891008092781
92,9,1,0.4278768683008532,0.05764672882345325,0.0659289498364633
92,10,2,0.579437689653006,0.29311915430255,0.29796176829726706
93,1,1,0.4325275349456474,0.0631133738401341,0.4325275349456474
93,2,4,0.7429652644314924,0.26359775999600893,0.5619075565760886
93,3,3,0.7096855611305228,0.1803596439104686,0.35951709451886427
93,4,7,0.9453440409253375,0.9405558461016426,0.9220779717514238
93,5,2,0.6037138228049734,0.30312526154886493,0.13256737458983947
93,6,2,0.6115820161500856,0.1397796570537564,0.45614204797934815
93,7,8,1.0,1.0,1.0
93,8,2,0.5836066921605109,0.271891008092781,0.2847171120182361
93,9,4,0.7685281381595609,0.38840938628651334,0.6080130389803843
93,10,1,0.35359529884461954,0.22584239080838647,0.07211937748888061
94,1,6,0.8976596751506358,0.8837253465410378,0.35097567808107205
94,2,4,0.7429652644314924,0.2612267401505768,0.5648970483424532
94,3,4,0.7721436800195663,0.41819712124787217,0.23714301997492654
94,4,5,0.8312801370577885,0.3115276721056106,0.8025362317619386
94,5,4,0.7423285948325142,0.732189928995215,0.4282292921265113
94,6,1,0.38948275765838336,0.07132447421081098,0.38948275765838336
94,7,1,0.4410414336837369,0.0629585006957976,0.17609102517206945
94,8,8,1.0,1.0000000000000002,1.0
94,9,7,0.9459308459096494,0.7914459678974213,0.572123131699147
94,10,7,0.9327232365058364,0.7741576091916134,0.7741576091916135
95,1,8,1.0,1.0,1.0
95,2,3,0.6723107090775395,0.20455233862606853,0.36864040088566297
95,3,3,0.7096855611305228,0.3553835683906451,0.18205504781072843
95,4,3,0.7069502022446084,0.16871986294221167,0.2022519630617565
95,5,1,0.36936295096077104,0.36936295096077104,0.23435087184420242
95,6,3,0.6829064903608966,0.3401048632281973,0.3512506532474667
95,7,5,0.8185221370682629,0.7016415836360057,0.8055419341940264
95,8,1,0.371066734292847,0.07217715415057215,0.371066734292847
95,9,8,1.0000000000000002,1.0,1.0
95,10,4,0.7252921995701554,0.5657172668673345,0.4389736642196994
96,1,5,0.8415545831923779,0.6605517300578996,0.8415545831923779
96,2,4,0.7429652644314924,0.44143614499769174,0.7334127482376264
96,3,7,0.944912027835802,0.9449120278358019,0.9375418811109565
96,4,2,0.629028173996032,0.11132578221382655,0.249609169717428
96,5,3,0.6735542051278518,0.19305473702531506,0.5027159715005071
96,6,1,0.38948275765838336,0.22209925849170217,0.06665929032096478
96,7,3,0.6850399999819121,0.19435964704965839,0.6850399999819121
96,8,1,0.371066734292847,0.06916917880121738,0.06916917880121738
96,9,8,1.0000000000000002,1.0,1.0
96,10,3,0.6531728220812748,0.21212196802271505,0.21328295631899602
97,1,3,0.718603100223558,0.5512853584808137,0.18585343176359226
97,2,7,0.9433255984754918,0.9301937476543358,0.9272042558879713
97,3,1,0.4052564387758567,0.05868002672900792,0.4052564387758567
97,4,1,0.43886315817696153,0.054655959074662634,0.05666982313916391
97,5,8,1.0,1.0,1.0000000000000002
97,6,4,0.751361673203842,0.5826075841528461,0.4100413733750412
97,7,3,0.6850399999819121,0.5681594465496549,0.18840947533822008
97,8,1,0.371066734292847,0.07387116220435333,0.05935105022511705
97,9,2,0.6364309004034321,0.4880149350535702,0.11778479557617025
97,10,8,1.0,1.0,1.0
98,1,7,0.9508209547694639,0.5674724650543527,0.9304212216953698
98,2,2,0.5995149649655107,0.30753836172557614,0.13055408169833527
98,3,4,0.7721436800195663,0.5818028787521279,0.7683655878595308
98,4,2,0.629028173996032,0.5037489390917841,0.11683823462674267
98,5,2,0.6037138228049734,0.13441901315795174,0.2981438567293794
98,6,1,0.38948275765838336,0.38948275765838336,0.05551350030169538
98,7,1,0.4410414336837369,0.05921047173981212,0.06724163418374045
98,8,3,0.6589776018764517,0.5128914967510763,0.6527758709617283
98,9,3,0.7025991883230975,0.18371374541263355,0.5420840891439209
98,10,8,1.0,1.0,1.0
99,1,1,0.4325275349456474,0.049179045230536164,0.049179045230536164
99,2,2,0.5995149649655107,0.5995149649655107,0.1371171061258366
99,3,6,0.888128651771344,0.8845365972065342,0.35312799172670417
99,4,3,0.7069502022446084,0.6884723278943895,0.3275311979660044
99,5,8,1.0,1.0000000000000002,1.0
99,6,2,0.6115820161500856,0.13063272205966298,0.12683797451250636
99,7,1,0.4410414336837369,0.4410414336837369,0.05921047173981212
99,8,8,1.0,1.0,1.0
99,9,1,0.4278768683008532,0.0659289498364633,0.05406915409035075
99,10,2,0.579437689653006,0.1410118959224323,0.14585450991714943
100,1,1,0.4325275349456474,0.053161279618828015,0.06957877830463013
100,2,4,0.7429652644314924,0.5585638550023083,0.552000830574807
100,3,5,0.8308237067485743,0.8272316521837645,0.6408383394493193
100,4,2,0.629028173996032,0.249609169717428,0.11132578221382655
100,5,8,1.0,1.0,1.0000000000000002
100,6,1,0.38948275765838336,0.06665929032096478,0.38948275765838336
100,7,1,0.4410414336837369,0.17609102517206945,0.05921047173981212
100,8,3,0.6589776018764517,0.642957742385628,0.3555802988732346
100,9,2,0.6364309004034321,0.26620076092603207,0.13209723775612886
100,10,1,0.35359529884461954,0.06727676349416349,0.06727676349416349
